Anio;Periodo_x;CodigoDistrito;NombreDistrito;CodigoBarrio;NombreBarrio;DatoPoblacion;DatoPoblacionMenor16;DatoPoblacionEntre16y64;DatoPoblacionMayor65;DatoSobreEnvejecimiento;DatoSobreenvejecimientoHombres;DatoSobreenvejecimientoMujeres;DatoFeminidad;DatoNacionalidadExtranjera;DatoParadosRegistrados;DatoParadosRegistradosHombres;DatoParadosRegistradosMujer;DatoAfiliacionesTrabajo;DatoAfiliacionesTrabajoHombres;DatoAfiliacionesTrabajoMujer;DatoAfiliacionesResidencia;DatoAfiliacionesResidenciaHombres;DatoAfiliacionesResidenciaMujer;DatoAutonomo;DatoAutonomosHombres;DatoAutonomosMujer;PrecioVentaEurosM2;PrecioAlquilerEurosM2;PresupuestoGasto;Gasto_Real;NumeroLocales;NumeroAlojamientos;Periodo_y;DatoRentaMedia
2015;Anual;13;Puente de Vallecas;133.0;Palomeras Bajas;39300.0;15.2;68.55;16.25;37.82;33.4;40.6;111.6;11.04;3257.0;1.509;1.748;3741.0;1.853;1.888;12989.0;6.346;6.643;934.0;620;314;1.328;8.8;8470530.22;6454095.54;1330.0;1.0;Anual;28754.3117819879
2015;Anual;13;Puente de Vallecas;134.0;Palomeras Sureste;41743.0;14.35;66.93;18.72;35.25;32.3;37.3;109.0;9.42;3926.0;1.906;2.020;7312.0;3.975;3.337;13613.0;6.815;6.798;983.0;688;295;1.328;8.8;8470530.22;6454095.54;1699.0;;Anual;26632.0903675335
2015;Anual;13;Puente de Vallecas;131.0;Entrevías;33480.0;14.72;64.09;21.19;40.86;36.2;43.7;108.3;11.2;3622.0;1.937;1.685;3316.0;2.142;1.174;9261.0;4.629;4.632;817.0;557;260;1.328;8.8;8470530.22;6454095.54;1472.0;;Anual;22055.0909948959
2016;Anual;13;Puente de Vallecas;136.0;Numancia;45941.0;13.81;67.19;19.0;37.09;32.4;40.1;111.3;17.67;4110.0;1.937;2.173;5708.0;3.008;2.700;16360.0;7.714;8.646;1370.0;929;441;1.290;9.4;17497926.11;12027559.41;2434.0;;Anual;25086.0
2016;Anual;13;Puente de Vallecas;135.0;Portazgo;27647.0;13.99;63.49;22.52;38.98;35.1;41.4;113.2;11.58;2432.0;1.172;1.260;2470.0;1.360;1.110;9116.0;4.345;4.771;798.0;514;284;1.290;9.4;17497926.11;12027559.41;1484.0;;Anual;24110.0
2016;Anual;13;Puente de Vallecas;132.0;San Diego;38953.0;15.19;68.99;15.83;40.99;36.2;43.9;111.0;24.52;3602.0;1.768;1.834;6281.0;3.279;3.002;13431.0;6.276;7.155;1455.0;976;479;1.290;9.4;17497926.11;12027559.41;3042.0;1.0;Anual;21402.0
2016;Anual;13;Puente de Vallecas;133.0;Palomeras Bajas;39245.0;14.7;69.03;16.27;38.3;33.7;41.3;112.5;11.14;2972.0;1.368;1.604;3846.0;1.916;1.930;14899.0;7.214;7.685;943.0;637;306;1.290;9.4;17497926.11;12027559.41;1359.0;1.0;Anual;29095.0
2016;Anual;13;Puente de Vallecas;134.0;Palomeras Sureste;41888.0;14.34;67.01;18.65;35.99;33.3;37.9;108.7;9.51;3462.0;1.626;1.836;7255.0;3.812;3.443;15551.0;7.819;7.732;1016.0;708;308;1.290;9.4;17497926.11;12027559.41;1712.0;;Anual;27257.0
2016;Anual;13;Puente de Vallecas;131.0;Entrevías;33521.0;14.84;64.42;20.73;41.31;36.3;44.4;108.9;11.64;3217.0;1.657;1.560;3331.0;2.195;1.136;10760.0;5.369;5.391;822.0;572;250;1.290;9.4;17497926.11;12027559.41;1485.0;;Anual;22508.0
2017;Anual;13;Puente de Vallecas;136.0;Numancia;45880.0;13.69;67.29;19.02;37.97;33.2;41.1;112.0;17.98;3768.0;1.760;2.008;6251.0;3.233;3.018;17078.0;8.178;8.900;1442.0;969;473;1.513;10.4;32168508.92;8138242.42;4686.0;;Anual;25457.0
2017;Anual;13;Puente de Vallecas;135.0;Portazgo;27655.0;13.74;64.01;22.25;39.83;36.2;42.1;112.8;11.95;2249.0;1.022;1.227;2724.0;1.545;1.179;9754.0;4.675;5.079;859.0;570;289;1.513;10.4;32168508.92;8138242.42;2884.0;;Anual;24622.0
2017;Anual;13;Puente de Vallecas;132.0;San Diego;39198.0;15.0;69.52;15.48;41.28;36.2;44.4;111.3;25.03;3380.0;1.638;1.742;6338.0;3.324;3.014;14520.0;6.959;7.561;1619.0;1.095;524;1.513;10.4;32168508.92;8138242.42;5898.0;1.0;Anual;21859.0
2017;Anual;13;Puente de Vallecas;133.0;Palomeras Bajas;39329.0;14.23;69.44;16.33;39.02;34.1;42.2;112.8;11.53;2739.0;1.220;1.519;3835.0;1.948;1.887;15466.0;7.432;8.034;992.0;670;322;1.513;10.4;32168508.92;8138242.42;2621.0;1.0;Anual;29605.0
2017;Anual;13;Puente de Vallecas;134.0;Palomeras Sureste;41992.0;14.1;67.44;18.46;37.4;34.7;39.3;108.5;9.93;3129.0;1.389;1.740;7026.0;3.714;3.312;16574.0;8.306;8.268;1093.0;763;330;1.513;10.4;32168508.92;8138242.42;3315.0;;Anual;27810.0
2017;Anual;13;Puente de Vallecas;131.0;Entrevías;33541.0;14.82;64.84;20.34;41.69;36.3;45.0;108.5;12.32;3102.0;1.572;1.530;3610.0;2.415;1.195;11418.0;5.658;5.760;904.0;619;285;1.513;10.4;32168508.92;8138242.42;2915.0;;Anual;23086.0
2018;Anual;13;Puente de Vallecas;136.0;Numancia;46538.0;13.4;67.83;18.77;38.13;33.3;41.3;112.2;19.36;3515.0;1.574;1.941;6672.0;3.414;3.258;17413.0;8.378;9.035;1186.0;806;380;1.862;11.4;45313167.68;14494365.57;2440.0;;Anual;26666.0
2018;Anual;13;Puente de Vallecas;135.0;Portazgo;27908.0;13.73;64.24;22.03;39.83;35.4;42.5;114.1;13.02;2094.0;917;1.177;2814.0;1.572;1.242;9903.0;4.853;5.050;842.0;544;298;1.862;11.4;45313167.68;14494365.57;1500.0;;Anual;25564.0
2018;Anual;13;Puente de Vallecas;132.0;San Diego;40267.0;15.04;70.01;14.95;41.3;36.0;44.5;111.5;26.32;3140.0;1.469;1.671;6180.0;3.240;2.940;15019.0;7.235;7.784;1296.0;887;409;1.862;11.4;45313167.68;14494365.57;3057.0;1.0;Anual;23112.0
2018;Anual;13;Puente de Vallecas;133.0;Palomeras Bajas;39669.0;13.69;69.92;16.39;39.3;34.0;42.8;113.1;12.63;2587.0;1.120;1.467;4111.0;2.078;2.033;15913.0;7.705;8.208;811.0;568;243;1.862;11.4;45313167.68;14494365.57;1381.0;1.0;Anual;30752.0
2018;Anual;13;Puente de Vallecas;134.0;Palomeras Sureste;42120.0;14.11;67.43;18.46;38.21;36.0;39.7;109.4;10.53;2888.0;1.274;1.614;7482.0;3.803;3.679;17015.0;8.556;8.459;894.0;611;283;1.862;11.4;45313167.68;14494365.57;1721.0;;Anual;28902.0
2018;Anual;13;Puente de Vallecas;131.0;Entrevías;33986.0;14.6;65.42;19.98;41.82;35.9;45.5;108.3;13.89;2923.0;1.406;1.517;3391.0;2.266;1.125;11800.0;5.863;5.937;694.0;468;226;1.862;11.4;45313167.68;14494365.57;1506.0;;Anual;24124.0
2019;Anual;13;Puente de Vallecas;136.0;Numancia;47298.0;13.26;68.16;18.59;37.7;32.6;41.0;112.1;20.87;3216.0;1.436;1.780;7475.0;3.512;3.963;18215.0;8.749;9.466;1617.0;1.076;541;1.954;12.4;71754368.55;35273554.63;2443.0;;Anual;27894.0
2019;Anual;13;Puente de Vallecas;135.0;Portazgo;28350.0;13.75;64.58;21.66;39.7;34.9;42.7;114.2;14.4;2000.0;867;1.133;3070.0;1.677;1.393;10360.0;5.074;5.286;1008.0;674;334;1.954;12.4;71754368.55;35273554.63;1511.0;;Anual;26713.0
2019;Anual;13;Puente de Vallecas;132.0;San Diego;41664.0;14.88;70.9;14.22;40.6;35.2;44.0;110.1;28.89;3125.0;1.423;1.702;7541.0;4.015;3.526;15987.0;7.704;8.283;1751.0;1.190;561;1.954;12.4;71754368.55;35273554.63;3062.0;2.0;Anual;24422.0
2019;Anual;13;Puente de Vallecas;133.0;Palomeras Bajas;40166.0;13.2;70.48;16.32;38.5;32.5;42.5;112.7;14.0;2597.0;1.158;1.439;4480.0;2.309;2.171;16658.0;8.053;8.605;1140.0;758;382;1.954;12.4;71754368.55;35273554.63;1394.0;1.0;Anual;32185.0
2019;Anual;13;Puente de Vallecas;134.0;Palomeras Sureste;42594.0;14.02;67.68;18.3;38.3;35.3;40.3;110.3;11.8;2781.0;1.234;1.547;7862.0;4.060;3.802;17350.0;8.697;8.653;1223.0;840;383;1.954;12.4;71754368.55;35273554.63;1733.0;1.0;Anual;30225.0
2019;Anual;13;Puente de Vallecas;131.0;Entrevías;34698.0;14.62;65.97;19.41;42.0;36.3;45.5;108.1;15.48;2799.0;1.355;1.444;4013.0;2.662;1.351;12398.0;6.217;6.181;1003.0;698;305;1.954;12.4;71754368.55;35273554.63;1511.0;1.0;Anual;25653.0
2020;Anual;13;Puente de Vallecas;136.0;Numancia;48410.0;12.97;68.75;18.28;36.8;31.6;40.2;112.1;22.65;4325.0;1.984;2.341;7742.0;3.512;4.230;18720.0;9.135;9.585;1722.0;1.144;578;1.887;12.1;27986661.45;21581691.74;2462.0;1.0;Anual;27444.0
2020;Anual;13;Puente de Vallecas;135.0;Portazgo;28968.0;13.8;64.95;21.25;38.8;33.9;41.8;113.6;15.86;2634.0;1.161;1.473;3056.0;1.658;1.398;10664.0;5.239;5.425;1057.0;701;356;1.887;12.1;27986661.45;21581691.74;1523.0;1.0;Anual;26468.0
2020;Anual;13;Puente de Vallecas;132.0;San Diego;43899.0;14.68;71.82;13.5;39.2;33.2;42.9;109.5;31.85;4159.0;1.881;2.278;7581.0;4.033;3.548;16685.0;8.264;8.421;1864.0;1.254;610;1.887;12.1;27986661.45;21581691.74;3070.0;3.0;Anual;23954.0
2020;Anual;13;Puente de Vallecas;133.0;Palomeras Bajas;40910.0;12.8;70.72;16.47;36.7;30.3;41.0;113.0;15.53;3310.0;1.474;1.836;4614.0;2.416;2.198;17020.0;8.239;8.781;1246.0;822;424;1.887;12.1;27986661.45;21581691.74;1397.0;;Anual;32081.0
2020;Anual;13;Puente de Vallecas;134.0;Palomeras Sureste;43164.0;13.84;67.93;18.23;37.1;33.1;39.9;109.4;13.01;3518.0;1.550;1.968;8027.0;4.142;3.885;17759.0;8.854;8.905;1303.0;888;415;1.887;12.1;27986661.45;21581691.74;1735.0;3.0;Anual;30247.0
2020;Anual;13;Puente de Vallecas;131.0;Entrevías;35516.0;14.48;66.56;18.96;40.9;34.7;44.8;108.0;17.02;3638.0;1.793;1.845;3900.0;2.550;1.350;12724.0;6.433;6.291;1078.0;756;322;1.887;12.1;27986661.45;21581691.74;1512.0;1.0;Anual;25324.0
2013;Anual;11;Carabanchel;113.0;San Isidro;39073.0;14.07;66.42;19.5;35.5;30.5;38.7;113.5;19.85;4046.0;2.095;1.951;5702.0;2.914;2.788;13118.0;6.104;7.014;1162.0;855;307;1.724;8.6;20166716.5;19835556.97;;;Anual;25021.2390082136
2013;Anual;11;Carabanchel;111.0;Comillas;22864.0;11.54;64.67;23.79;36.6;32.5;39.0;118.0;18.75;1920.0;989;931;3111.0;1.580;1.531;7402.0;3.398;4.004;862.0;588;274;1.724;8.6;20166716.5;19835556.97;;;Anual;26321.3272806828
2013;Anual;11;Carabanchel;112.0;Opañel;32239.0;12.57;66.19;21.24;36.66;33.1;38.9;118.8;20.16;2828.0;1.440;1.388;4057.0;2.335;1.722;11448.0;5.245;6.203;1154.0;787;367;1.724;8.6;20166716.5;19835556.97;;;Anual;27099.8840440472
2013;Anual;11;Carabanchel;114.0;Vista Alegre;45366.0;12.56;64.67;22.77;31.59;28.0;33.9;117.8;21.43;4062.0;2.111;1.951;5925.0;3.077;2.848;15272.0;6.874;8.398;1707.0;1.121;586;1.724;8.6;20166716.5;19835556.97;;;Anual;26875.7557331186
2013;Anual;11;Carabanchel;115.0;Puerta Bonita;33844.0;15.56;64.6;19.85;34.96;31.5;37.2;110.5;20.63;3286.0;1.747;1.539;3577.0;1.865;1.712;11000.0;5.202;5.798;872.0;610;262;1.724;8.6;20166716.5;19835556.97;;;Anual;24636.6814555009
2013;Anual;11;Carabanchel;117.0;Abrantes;29962.0;16.82;64.87;18.32;34.2;29.4;37.2;112.6;19.23;2746.0;1.402;1.344;2378.0;1.325;1.053;10098.0;4.803;5.295;764.0;541;223;1.724;8.6;20166716.5;19835556.97;;;Anual;27438.806196786
2013;Anual;11;Carabanchel;116.0;Buenavista;44056.0;21.15;65.37;13.48;27.9;24.0;30.8;105.3;13.06;3435.0;1.675;1.760;7644.0;4.044;3.600;16956.0;8.531;8.425;1140.0;772;368;1.724;8.6;20166716.5;19835556.97;;;Anual;29610.6700498598
2014;Anual;11;Carabanchel;113.0;San Isidro;38158.0;13.87;66.2;19.93;36.53;31.4;39.7;114.7;18.06;3840.0;1.952;1.888;5225.0;3.033;2.192;11418.0;5.304;6.114;1282.0;929;353;1.618;8.4;3681369.89;3260633.15;2010.0;;Anual;24846.9387792403
2014;Anual;11;Carabanchel;111.0;Comillas;22392.0;11.41;64.42;24.17;37.96;33.8;40.4;119.1;17.05;1839.0;937;902;2894.0;1.510;1.384;6577.0;3.024;3.553;933.0;634;299;1.618;8.4;3681369.89;3260633.15;1325.0;;Anual;26236.1847750753
2014;Anual;11;Carabanchel;112.0;Opañel;31749.0;12.71;65.8;21.49;37.96;34.6;40.1;119.0;18.99;2692.0;1.326;1.366;4003.0;2.307;1.696;9911.0;4.474;5.437;1259.0;868;391;1.618;8.4;3681369.89;3260633.15;1861.0;;Anual;27181.1030206259
2014;Anual;11;Carabanchel;114.0;Vista Alegre;44434.0;12.51;64.04;23.45;32.56;29.1;34.8;118.2;19.64;3773.0;1.922;1.851;6004.0;3.072;2.932;13178.0;5.907;7.271;1814.0;1.180;634;1.618;8.4;3681369.89;3260633.15;3254.0;;Anual;27013.2347589786
2014;Anual;11;Carabanchel;115.0;Puerta Bonita;32910.0;15.3;64.4;20.3;36.49;32.8;38.8;111.8;18.23;3015.0;1.554;1.461;3471.0;1.763;1.708;9604.0;4.549;5.055;944.0;653;291;1.618;8.4;3681369.89;3260633.15;1517.0;;Anual;24383.8135213148
2014;Anual;11;Carabanchel;117.0;Abrantes;29249.0;16.74;64.43;18.83;36.17;30.9;39.4;113.5;17.09;2564.0;1.276;1.288;2504.0;1.357;1.147;8792.0;4.134;4.658;846.0;591;255;1.618;8.4;3681369.89;3260633.15;948.0;;Anual;26840.5427329657
2014;Anual;11;Carabanchel;116.0;Buenavista;43888.0;21.28;64.76;13.96;29.18;25.8;31.6;105.9;11.7;3159.0;1.464;1.695;7911.0;4.098;3.813;15336.0;7.600;7.736;1323.0;891;432;1.618;8.4;3681369.89;3260633.15;1944.0;;Anual;29879.3477260547
2015;Anual;11;Carabanchel;113.0;San Isidro;37659.0;13.92;65.92;20.16;37.24;32.5;40.2;115.1;16.58;3565.0;1.758;1.807;5376.0;3.100;2.276;11443.0;5.349;6.094;1324.0;933;391;1.635;8.8;12441956.96;5934366.37;2015.0;;Anual;26282.7243978732
2015;Anual;11;Carabanchel;111.0;Comillas;22176.0;11.45;64.17;24.38;38.44;33.6;41.4;120.1;15.44;1685.0;801;884;2952.0;1.528;1.424;6576.0;3.081;3.495;968.0;665;303;1.635;8.8;12441956.96;5934366.37;1329.0;2.0;Anual;27579.2279443115
2015;Anual;11;Carabanchel;112.0;Opañel;31432.0;12.61;65.57;21.82;38.92;35.2;41.3;119.3;17.68;2474.0;1.177;1.297;4904.0;2.882;2.022;9909.0;4.511;5.398;1293.0;880;413;1.635;8.8;12441956.96;5934366.37;1875.0;;Anual;28031.4791042033
2015;Anual;11;Carabanchel;114.0;Vista Alegre;43851.0;12.58;63.64;23.77;33.93;31.0;35.8;119.7;17.8;3520.0;1.720;1.800;6006.0;3.038;2.968;13120.0;5.909;7.211;1926.0;1.231;695;1.635;8.8;12441956.96;5934366.37;3280.0;4.0;Anual;27788.2132821128
2015;Anual;11;Carabanchel;115.0;Puerta Bonita;32442.0;15.35;64.25;20.41;37.48;34.1;39.6;113.1;17.12;2793.0;1.389;1.404;3762.0;1.918;1.844;9680.0;4.625;5.055;968.0;664;304;1.635;8.8;12441956.96;5934366.37;1536.0;2.0;Anual;25725.1872554806
2015;Anual;11;Carabanchel;117.0;Abrantes;28996.0;16.85;64.08;19.07;37.5;33.1;40.2;114.0;15.49;2326.0;1.100;1.226;2613.0;1.462;1.151;8879.0;4.212;4.667;866.0;609;257;1.635;8.8;12441956.96;5934366.37;965.0;;Anual;27997.6117863216
2015;Anual;11;Carabanchel;116.0;Buenavista;43674.0;21.38;64.44;14.18;30.03;26.8;32.4;106.6;10.62;2930.0;1.321;1.609;8521.0;4.456;4.065;15479.0;7.702;7.777;1396.0;929;467;1.635;8.8;12441956.96;5934366.37;1971.0;1.0;Anual;31280.5620099041
2016;Anual;11;Carabanchel;113.0;San Isidro;37830.0;13.98;66.05;19.97;38.02;33.6;40.8;114.5;17.06;3213.0;1.578;1.635;5453.0;3.105;2.348;13215.0;6.165;7.050;1371.0;963;408;1.666;9.6;14212462.69;10123815.95;2042.0;;Anual;26487.0
2016;Anual;11;Carabanchel;111.0;Comillas;22258.0;11.62;64.16;24.22;38.8;34.2;41.6;119.2;15.89;1513.0;697;816;3058.0;1.648;1.410;7623.0;3.546;4.077;978.0;664;314;1.666;9.6;14212462.69;10123815.95;1347.0;2.0;Anual;27920.0
2016;Anual;11;Carabanchel;112.0;Opañel;31538.0;12.47;65.86;21.67;39.65;35.0;42.6;119.9;17.74;2193.0;1.016;1.177;5720.0;3.105;2.615;11392.0;5.216;6.176;1301.0;877;424;1.666;9.6;14212462.69;10123815.95;1889.0;;Anual;28305.0
2016;Anual;11;Carabanchel;114.0;Vista Alegre;44161.0;12.71;63.64;23.65;34.68;31.7;36.5;119.2;18.28;3114.0;1.468;1.646;6037.0;3.078;2.959;15282.0;6.899;8.383;1921.0;1.238;683;1.666;9.6;14212462.69;10123815.95;3322.0;4.0;Anual;28178.0
2016;Anual;11;Carabanchel;115.0;Puerta Bonita;32800.0;15.26;64.75;19.99;38.93;36.2;40.6;113.0;17.77;2574.0;1.206;1.368;3793.0;1.978;1.815;11092.0;5.312;5.780;1009.0;694;315;1.666;9.6;14212462.69;10123815.95;1572.0;2.0;Anual;26012.0
2016;Anual;11;Carabanchel;117.0;Abrantes;29082.0;17.0;64.0;19.0;38.01;33.4;40.8;114.8;15.81;2049.0;959;1.090;2774.0;1.553;1.221;10317.0;4.846;5.471;920.0;642;278;1.666;9.6;14212462.69;10123815.95;978.0;1.0;Anual;28661.0
2016;Anual;11;Carabanchel;116.0;Buenavista;44331.0;21.29;64.58;14.13;31.03;28.1;33.1;106.3;10.63;2801.0;1.205;1.596;9455.0;4.851;4.604;17584.0;8.777;8.807;1457.0;966;491;1.666;9.6;14212462.69;10123815.95;2020.0;;Anual;31741.0
2017;Anual;11;Carabanchel;113.0;San Isidro;37956.0;13.87;66.4;19.73;38.81;34.1;41.8;114.9;17.76;3067.0;1.453;1.614;5617.0;3.196;2.421;13929.0;6.519;7.410;1410.0;985;425;1.821;10.6;26570776.52;14487291.06;4006.0;;Anual;27032.0
2017;Anual;11;Carabanchel;111.0;Comillas;22089.0;11.56;63.95;24.49;39.02;34.1;42.0;119.1;16.09;1350.0;605;745;3263.0;1.708;1.555;8071.0;3.844;4.227;1073.0;703;370;1.821;10.6;26570776.52;14487291.06;2627.0;2.0;Anual;28516.0
2017;Anual;11;Carabanchel;112.0;Opañel;32021.0;12.46;66.23;21.31;40.06;36.1;42.5;119.6;18.44;1929.0;864;1.065;4670.0;2.636;2.034;12121.0;5.611;6.510;1363.0;926;437;1.821;10.6;26570776.52;14487291.06;3702.0;;Anual;28721.0
2017;Anual;11;Carabanchel;114.0;Vista Alegre;44320.0;12.83;63.73;23.45;35.59;32.4;37.6;119.7;19.01;2850.0;1.321;1.529;6184.0;3.211;2.973;16132.0;7.339;8.793;2023.0;1.305;718;1.821;10.6;26570776.52;14487291.06;6482.0;4.0;Anual;28333.0
2017;Anual;11;Carabanchel;115.0;Puerta Bonita;32991.0;15.0;65.31;19.69;39.43;36.0;41.6;113.4;18.47;2458.0;1.130;1.328;3878.0;2.004;1.874;11863.0;5.649;6.214;1075.0;732;343;1.821;10.6;26570776.52;14487291.06;3016.0;2.0;Anual;26363.0
2017;Anual;11;Carabanchel;117.0;Abrantes;29373.0;17.09;64.18;18.73;38.51;34.5;41.0;115.3;16.33;1937.0;874;1.063;2991.0;1.660;1.331;10778.0;5.066;5.712;1014.0;717;297;1.821;10.6;26570776.52;14487291.06;1895.0;1.0;Anual;28797.0
2017;Anual;11;Carabanchel;116.0;Buenavista;45248.0;21.29;64.81;13.9;32.52;30.2;34.2;106.6;11.15;2551.0;1.071;1.480;10853.0;5.427;5.426;18739.0;9.307;9.432;1572.0;1.056;516;1.821;10.6;26570776.52;14487291.06;3873.0;1.0;Anual;32278.0
2018;Anual;11;Carabanchel;113.0;San Isidro;38554.0;13.59;66.93;19.48;38.7;34.3;41.5;114.6;18.71;2883.0;1.315;1.568;5269.0;3.009;2.260;14228.0;6.707;7.521;1086.0;765;321;2.105;11.6;18575206.48;11719526.56;2074.0;1.0;Anual;28092.0
2018;Anual;11;Carabanchel;111.0;Comillas;22248.0;11.28;64.42;24.3;38.96;33.8;42.1;118.9;16.75;1304.0;578;726;2925.0;1.515;1.410;8161.0;3.907;4.254;729.0;485;244;2.105;11.6;18575206.48;11719526.56;1356.0;2.0;Anual;29444.0
2018;Anual;11;Carabanchel;112.0;Opañel;32492.0;12.35;66.56;21.09;39.95;35.3;42.8;119.6;19.53;1803.0;797;1.006;4273.0;2.365;1.908;12316.0;5.722;6.594;944.0;639;305;2.105;11.6;18575206.48;11719526.56;1932.0;;Anual;30002.0
2018;Anual;11;Carabanchel;114.0;Vista Alegre;45008.0;12.64;64.01;23.35;35.95;32.8;37.9;119.8;20.36;2547.0;1.155;1.392;5909.0;3.024;2.885;16360.0;7.508;8.852;1562.0;1.054;508;2.105;11.6;18575206.48;11719526.56;3403.0;4.0;Anual;29307.0
2018;Anual;11;Carabanchel;115.0;Puerta Bonita;33933.0;15.08;65.8;19.13;40.14;35.8;42.8;112.9;20.36;2317.0;1.069;1.248;3887.0;1.966;1.921;12176.0;5.858;6.318;861.0;585;276;2.105;11.6;18575206.48;11719526.56;1579.0;2.0;Anual;27425.0
2018;Anual;11;Carabanchel;117.0;Abrantes;29769.0;16.67;64.88;18.45;38.26;33.7;41.0;115.0;17.68;1858.0;809;1.049;2761.0;1.515;1.246;11087.0;5.268;5.819;632.0;465;167;2.105;11.6;18575206.48;11719526.56;993.0;1.0;Anual;30009.0
2018;Anual;11;Carabanchel;116.0;Buenavista;46216.0;21.04;65.15;13.81;33.54;30.9;35.4;106.9;12.06;2371.0;981;1.390;11546.0;5.710;5.836;19185.0;9.576;9.609;1128.0;784;344;2.105;11.6;18575206.48;11719526.56;2057.0;;Anual;33558.0
2019;Anual;11;Carabanchel;113.0;San Isidro;38957.0;13.3;67.41;19.29;38.1;33.5;41.0;114.1;19.84;2884.0;1.304;1.580;6231.0;3.754;2.477;14907.0;7.126;7.781;1561.0;1.085;476;2.192;12.0;29495996.0;12589911.49;2080.0;1.0;Anual;29389.0
2019;Anual;11;Carabanchel;111.0;Comillas;22403.0;11.12;64.92;23.96;38.7;33.6;41.7;119.0;18.14;1278.0;591;687;3333.0;1.786;1.547;8410.0;4.019;4.391;1215.0;803;412;2.192;12.0;29495996.0;12589911.49;1368.0;2.0;Anual;30841.0
2019;Anual;11;Carabanchel;112.0;Opañel;33051.0;12.19;66.95;20.86;39.8;35.4;42.6;118.5;20.97;1800.0;791;1.009;5039.0;2.753;2.286;12939.0;6.010;6.929;1546.0;1.038;508;2.192;12.0;29495996.0;12589911.49;1934.0;1.0;Anual;31391.0
2019;Anual;11;Carabanchel;114.0;Vista Alegre;45975.0;12.62;64.61;22.77;36.6;33.4;38.7;120.0;22.16;2573.0;1.184;1.389;6882.0;3.523;3.359;17150.0;7.849;9.301;2166.0;1.397;769;2.192;12.0;29495996.0;12589911.49;3392.0;5.0;Anual;30583.0
2019;Anual;11;Carabanchel;115.0;Puerta Bonita;34860.0;14.87;66.65;18.48;40.4;35.7;43.3;113.6;22.45;2310.0;1.041;1.269;3226.0;1.842;1.384;12917.0;6.258;6.659;1161.0;791;370;2.192;12.0;29495996.0;12589911.49;1585.0;2.0;Anual;28568.0
2019;Anual;11;Carabanchel;117.0;Abrantes;30739.0;16.36;65.69;17.95;38.1;33.8;40.8;115.0;19.62;1846.0;803;1.043;3489.0;1.990;1.499;11570.0;5.581;5.989;1189.0;863;326;2.192;12.0;29495996.0;12589911.49;1002.0;2.0;Anual;31386.0
2019;Anual;11;Carabanchel;116.0;Buenavista;47055.0;20.48;65.72;13.8;34.3;31.5;36.2;107.0;13.11;2347.0;1.005;1.342;13192.0;6.644;6.548;19987.0;9.895;10.092;1713.0;1.138;575;2.192;12.0;29495996.0;12589911.49;2079.0;1.0;Anual;35083.0
2020;Anual;11;Carabanchel;113.0;San Isidro;40023.0;13.24;67.94;18.82;37.3;32.8;40.1;113.9;21.43;3750.0;1.714;2.036;6362.0;3.749;2.613;15179.0;7.429;7.750;1672.0;1.152;520;2.165;11.6;23191565.19;21920446.99;2097.0;2.0;Anual;29019.0
2020;Anual;11;Carabanchel;111.0;Comillas;23001.0;11.16;65.53;23.31;37.8;32.9;40.8;117.7;19.82;1686.0;735;951;3337.0;1.836;1.501;8529.0;4.115;4.414;1233.0;826;407;2.165;11.6;23191565.19;21920446.99;1373.0;3.0;Anual;30868.0
2020;Anual;11;Carabanchel;112.0;Opañel;33681.0;11.92;67.5;20.58;38.9;34.3;41.7;118.9;22.35;2390.0;1.072;1.318;4872.0;2.658;2.214;13124.0;6.209;6.915;1549.0;1.032;517;2.165;11.6;23191565.19;21920446.99;1954.0;1.0;Anual;30853.0
2020;Anual;11;Carabanchel;114.0;Vista Alegre;47602.0;12.59;65.28;22.14;35.9;32.7;38.0;119.1;24.38;3449.0;1.566;1.883;7117.0;3.593;3.524;17438.0;8.077;9.361;2232.0;1.429;803;2.165;11.6;23191565.19;21920446.99;3404.0;5.0;Anual;30153.0
2020;Anual;11;Carabanchel;115.0;Puerta Bonita;35932.0;14.64;67.45;17.9;40.1;35.0;43.2;113.6;24.4;3066.0;1.360;1.706;3378.0;1.900;1.478;13257.0;6.477;6.780;1206.0;810;396;2.165;11.6;23191565.19;21920446.99;1593.0;2.0;Anual;28320.0
2020;Anual;11;Carabanchel;117.0;Abrantes;31947.0;16.08;66.5;17.42;36.6;32.6;39.1;114.4;22.06;2462.0;1.075;1.387;3491.0;1.995;1.496;11971.0;5.825;6.146;1244.0;901;343;2.165;11.6;23191565.19;21920446.99;1004.0;2.0;Anual;30910.0
2020;Anual;11;Carabanchel;116.0;Buenavista;48010.0;19.93;66.4;13.66;33.8;31.6;35.3;107.0;14.32;2983.0;1.240;1.743;12736.0;6.506;6.230;20547.0;10.238;10.309;1807.0;1.240;567;2.165;11.6;23191565.19;21920446.99;2108.0;1.0;Anual;35003.0
2013;Anual;12;Usera;125.0;Moscardó;25853.0;13.16;66.62;20.22;40.29;35.5;43.1;115.2;25.69;2297.0;1.207;1.090;4181.0;2.048;2.133;8682.0;3.872;4.810;869.0;587;282;1.587;8.3;2230837.51;1981287.08;;;Anual;25745.4739127673
