Anio;Periodo_x;CodigoDistrito;NombreDistrito;CodigoBarrio;NombreBarrio;DatoPoblacion;DatoPoblacionMenor16;DatoPoblacionEntre16y64;DatoPoblacionMayor65;DatoSobreEnvejecimiento;DatoSobreenvejecimientoHombres;DatoSobreenvejecimientoMujeres;DatoFeminidad;DatoNacionalidadExtranjera;DatoParadosRegistrados;DatoParadosRegistradosHombres;DatoParadosRegistradosMujer;DatoAfiliacionesTrabajo;DatoAfiliacionesTrabajoHombres;DatoAfiliacionesTrabajoMujer;DatoAfiliacionesResidencia;DatoAfiliacionesResidenciaHombres;DatoAfiliacionesResidenciaMujer;DatoAutonomo;DatoAutonomosHombres;DatoAutonomosMujer;PrecioVentaEurosM2;PrecioAlquilerEurosM2;PresupuestoGasto;Gasto_Real;NumeroLocales;NumeroAlojamientos;Periodo_y;DatoRentaMedia
2020;Anual;1;Centro;16.0;Sol;7622.0;6.38;76.66;16.96;29.0;20.7;35.0;95.7;29.27;516.0;285;231;27013.0;12.403;14.610;3069.0;1.699;1.373;1842.0;1.161;681;4.865;16.7;27767983.24;19694502.15;2009.0;44.0;Anual;34704.0
2020;Anual;1;Centro;13.0;Cortes;10771.0;7.17;76.05;16.79;31.4;25.3;35.9;100.8;24.36;632.0;326;306;25350.0;12.278;13.072;4549.0;2.439;2.135;1731.0;1.083;648;4.865;16.7;27767983.24;19694502.15;2845.0;50.0;Anual;40008.0
2020;Anual;1;Centro;12.0;Embajadores;47048.0;8.32;78.0;13.68;34.4;27.0;39.0;92.1;28.06;3672.0;1.909;1.763;13740.0;6.782;6.958;19987.0;10.857;9.007;4185.0;2.575;1.610;4.865;16.7;27767983.24;19694502.15;6986.0;43.0;Anual;30825.0
2013;Anual;3;Retiro;34.0;Ibiza;21940.0;11.71;64.06;24.23;40.82;31.7;45.5;128.8;11.16;1128.0;515;613;17330.0;5.416;11.914;7884.0;3.625;4.259;1248.0;775;473;3.186;11.8;3784449.27;3757448.52;;;Anual;43021.3492185955
2013;Anual;3;Retiro;35.0;Los Jerónimos;7181.0;10.54;62.89;26.57;35.01;31.5;37.3;118.7;10.65;278.0;126;152;11469.0;5.840;5.629;2299.0;1.125;1.174;446.0;287;159;3.186;11.8;3784449.27;3757448.52;;;Anual;61916.3198690909
2013;Anual;3;Retiro;33.0;Estrella;23637.0;12.3;60.73;26.97;28.38;24.6;31.1;114.8;4.19;968.0;437;531;10214.0;4.756;5.458;8263.0;4.023;4.240;755.0;457;298;3.186;11.8;3784449.27;3757448.52;;;Anual;56529.395522826
2013;Anual;3;Retiro;36.0;Niño Jesús;15432.0;14.76;61.2;24.03;32.08;27.7;35.0;119.1;5.56;562.0;243;319;8699.0;3.640;5.059;5407.0;2.618;2.789;721.0;429;292;3.186;11.8;3784449.27;3757448.52;;;Anual;65003.1873283825
2013;Anual;3;Retiro;31.0;Pacífico;34656.0;11.34;66.26;22.4;35.62;29.8;38.9;125.0;9.27;2031.0;960;1.071;16310.0;10.172;6.138;12718.0;5.928;6.790;1199.0;751;448;3.186;11.8;3784449.27;3757448.52;;;Anual;39953.7356568593
2013;Anual;3;Retiro;32.0;Adelfas;17406.0;13.6;68.59;17.82;33.09;25.4;37.9;118.9;8.11;1039.0;462;577;21369.0;16.539;4.830;6947.0;3.323;3.624;459.0;316;143;3.186;11.8;3784449.27;3757448.52;;;Anual;43239.2561189313
2014;Anual;3;Retiro;34.0;Ibiza;21712.0;11.93;63.43;24.64;41.19;32.0;45.9;129.3;10.24;1021.0;462;559;16341.0;5.394;10.947;6946.0;3.259;3.687;1413.0;887;526;3.069;12.0;2720323.41;2370079.64;1024.0;;Anual;44355.7600164944
2014;Anual;3;Retiro;35.0;Los Jerónimos;7087.0;10.85;62.31;26.84;35.59;31.3;38.4;114.6;9.58;237.0;117;120;11465.0;5.920;5.545;1999.0;992;1.007;499.0;323;176;3.069;12.0;2720323.41;2370079.64;373.0;;Anual;68950.3503014706
2014;Anual;3;Retiro;33.0;Estrella;23399.0;12.45;59.6;27.95;28.64;24.8;31.4;115.6;3.97;872.0;376;496;12142.0;6.322;5.820;7288.0;3.513;3.775;787.0;476;311;3.069;12.0;2720323.41;2370079.64;486.0;;Anual;57297.0806038931
2014;Anual;3;Retiro;36.0;Niño Jesús;15192.0;14.72;60.54;24.74;32.24;27.6;35.4;120.6;5.15;522.0;231;291;8997.0;3.724;5.273;4799.0;2.315;2.484;791.0;462;329;3.069;12.0;2720323.41;2370079.64;521.0;;Anual;69740.3812244529
2014;Anual;3;Retiro;31.0;Pacífico;34107.0;11.37;65.58;23.05;36.06;30.6;39.2;124.4;8.27;1765.0;817;948;15405.0;9.473;5.932;11180.0;5.230;5.950;1335.0;827;508;3.069;12.0;2720323.41;2370079.64;1404.0;;Anual;40850.6489435691
2014;Anual;3;Retiro;32.0;Adelfas;17246.0;13.55;67.77;18.68;32.71;25.7;37.1;118.6;6.99;1046.0;472;574;20074.0;15.465;4.609;6227.0;2.955;3.272;508.0;334;174;3.069;12.0;2720323.41;2370079.64;481.0;;Anual;44308.3811705546
2015;Anual;3;Retiro;34.0;Ibiza;21404.0;12.03;63.12;24.85;41.51;33.0;46.0;128.5;9.29;926.0;422;504;16929.0;5.635;11.294;6866.0;3.234;3.632;1446.0;905;541;3.368;13.0;6577396.79;6185873.22;1045.0;;Anual;45561.1376637797
2015;Anual;3;Retiro;35.0;Los Jerónimos;7003.0;10.84;62.14;27.02;35.99;32.1;38.6;115.7;9.18;207.0;88;119;12550.0;6.592;5.958;1986.0;989;997;531.0;335;196;3.368;13.0;6577396.79;6185873.22;379.0;6.0;Anual;84955.3024479941
2015;Anual;3;Retiro;33.0;Estrella;23237.0;12.56;58.51;28.93;28.98;25.6;31.4;115.5;3.68;778.0;340;438;12332.0;6.346;5.986;7252.0;3.529;3.723;820.0;489;331;3.368;13.0;6577396.79;6185873.22;488.0;2.0;Anual;58249.1444892188
2015;Anual;3;Retiro;36.0;Niño Jesús;15197.0;14.86;59.88;25.26;32.35;27.4;35.6;120.2;4.65;490.0;219;271;8741.0;3.547;5.194;4776.0;2.300;2.476;811.0;485;326;3.368;13.0;6577396.79;6185873.22;515.0;;Anual;69100.1609099165
2015;Anual;3;Retiro;31.0;Pacífico;33639.0;11.29;65.17;23.54;36.84;31.2;40.1;124.8;7.68;1601.0;724;877;18365.0;11.851;6.514;11155.0;5.202;5.953;1533.0;946;587;3.368;13.0;6577396.79;6185873.22;1443.0;;Anual;41948.887029967
2015;Anual;3;Retiro;32.0;Adelfas;17454.0;13.6;67.14;19.27;32.17;24.9;36.8;118.1;6.14;925.0;404;521;20464.0;15.880;4.584;6199.0;2.936;3.263;564.0;369;195;3.368;13.0;6577396.79;6185873.22;491.0;3.0;Anual;45842.9286514838
2016;Anual;3;Retiro;34.0;Ibiza;21433.0;12.29;62.92;24.79;41.11;33.3;45.2;128.8;9.08;823.0;365;458;17212.0;5.628;11.584;7757.0;3.651;4.106;1439.0;890;549;3.459;13.9;5437129.56;4227019.46;1076.0;;Anual;46885.0
2016;Anual;3;Retiro;35.0;Los Jerónimos;7031.0;10.98;62.0;27.02;38.21;34.3;40.9;114.7;9.32;203.0;99;104;11093.0;5.222;5.871;2307.0;1.161;1.146;554.0;346;208;3.459;13.9;5437129.56;4227019.46;389.0;6.0;Anual;69543.0
2016;Anual;3;Retiro;33.0;Estrella;23200.0;12.79;57.58;29.63;29.11;25.9;31.4;115.7;3.7;699.0;295;404;12663.0;6.520;6.143;8225.0;4.002;4.223;803.0;474;329;3.459;13.9;5437129.56;4227019.46;488.0;2.0;Anual;59503.0
2016;Anual;3;Retiro;36.0;Niño Jesús;15250.0;14.87;59.57;25.56;32.5;27.0;36.2;118.8;4.73;446.0;191;255;8345.0;3.220;5.125;5435.0;2.642;2.793;789.0;473;316;3.459;13.9;5437129.56;4227019.46;550.0;;Anual;68049.0
2016;Anual;3;Retiro;31.0;Pacífico;33714.0;11.26;65.03;23.72;36.87;31.7;39.9;124.7;7.91;1402.0;642;760;18380.0;11.774;6.606;12376.0;5.799;6.577;1551.0;954;597;3.459;13.9;5437129.56;4227019.46;1476.0;;Anual;42838.0
2016;Anual;3;Retiro;32.0;Adelfas;17931.0;13.7;66.76;19.54;31.83;25.2;36.1;118.7;6.48;907.0;393;514;23253.0;17.192;6.061;7135.0;3.413;3.722;577.0;384;193;3.459;13.9;5437129.56;4227019.46;509.0;3.0;Anual;46145.0
2017;Anual;3;Retiro;34.0;Ibiza;21347.0;12.39;62.72;24.89;40.35;33.4;44.1;128.0;9.21;767.0;338;429;17571.0;5.832;11.739;8213.0;3.914;4.299;1525.0;938;587;4.011;14.8;11594969.19;4418290.29;2012.0;;Anual;48231.0
2017;Anual;3;Retiro;35.0;Los Jerónimos;7053.0;11.3;61.9;26.8;39.79;36.1;42.3;113.6;9.44;172.0;85;87;11320.0;5.356;5.964;2428.0;1.225;1.203;618.0;387;231;4.011;14.8;11594969.19;4418290.29;719.0;7.0;Anual;70467.0
2017;Anual;3;Retiro;33.0;Estrella;23163.0;12.82;57.19;30.0;29.89;27.0;32.0;115.8;3.57;699.0;312;387;13825.0;7.428;6.397;8318.0;3.999;4.319;842.0;492;350;4.011;14.8;11594969.19;4418290.29;935.0;1.0;Anual;60386.0
2017;Anual;3;Retiro;36.0;Niño Jesús;15175.0;14.73;59.1;26.17;32.4;27.7;35.5;119.3;4.88;372.0;162;210;6884.0;2.372;4.512;5599.0;2.730;2.869;844.0;497;347;4.011;14.8;11594969.19;4418290.29;1042.0;;Anual;67780.0
2017;Anual;3;Retiro;31.0;Pacífico;33629.0;11.16;64.57;24.27;36.2;30.6;39.5;124.1;7.87;1271.0;583;688;18921.0;11.977;6.944;13078.0;6.143;6.935;1685.0;1.032;653;4.011;14.8;11594969.19;4418290.29;2801.0;;Anual;43434.0
2017;Anual;3;Retiro;32.0;Adelfas;18149.0;13.74;66.14;20.12;32.31;26.2;36.4;117.9;6.54;775.0;323;452;24015.0;17.759;6.256;7550.0;3.606;3.944;621.0;412;209;4.011;14.8;11594969.19;4418290.29;953.0;3.0;Anual;45918.0
2018;Anual;3;Retiro;34.0;Ibiza;21472.0;12.4;62.7;24.9;39.09;32.4;42.7;128.8;9.9;748.0;329;419;17245.0;5.646;11.599;8126.0;3.852;4.274;1268.0;817;451;4.478;16.0;23654278.23;8050591.8;1083.0;;Anual;50080.0
2018;Anual;3;Retiro;35.0;Los Jerónimos;7075.0;12.0;61.44;26.56;39.06;34.3;42.3;113.4;9.41;153.0;73;80;11387.0;5.369;6.018;2405.0;1.212;1.193;438.0;278;160;4.478;16.0;23654278.23;8050591.8;413.0;8.0;Anual;72997.0
2018;Anual;3;Retiro;33.0;Estrella;23238.0;13.1;56.43;30.47;30.16;27.3;32.1;115.2;3.7;639.0;266;373;12928.0;6.516;6.412;8348.0;3.997;4.351;786.0;465;321;4.478;16.0;23654278.23;8050591.8;526.0;1.0;Anual;63495.0
2018;Anual;3;Retiro;36.0;Niño Jesús;15280.0;14.84;58.75;26.41;32.37;27.8;35.3;120.1;5.08;373.0;151;222;6730.0;2.223;4.507;5631.0;2.732;2.899;616.0;361;255;4.478;16.0;23654278.23;8050591.8;564.0;;Anual;70945.0
2018;Anual;3;Retiro;31.0;Pacífico;33601.0;10.94;64.54;24.52;35.8;30.3;39.1;124.0;8.33;1183.0;521;662;18845.0;11.976;6.869;13131.0;6.152;6.979;1174.0;715;459;4.478;16.0;23654278.23;8050591.8;1504.0;;Anual;44832.0
2018;Anual;3;Retiro;32.0;Adelfas;18345.0;13.69;65.61;20.7;31.21;25.2;35.2;117.7;6.45;713.0;301;412;25940.0;18.841;7.099;7500.0;3.599;3.901;501.0;334;167;4.478;16.0;23654278.23;8050591.8;512.0;3.0;Anual;49538.0
2019;Anual;3;Retiro;34.0;Ibiza;21646.0;12.42;62.72;24.86;38.0;30.8;41.9;127.4;11.32;740.0;338;402;18230.0;6.035;12.195;8317.0;3.907;4.410;1688.0;1.022;666;4.539;16.4;33087890.86;11277737.85;1069.0;;Anual;53090.0
2019;Anual;3;Retiro;35.0;Los Jerónimos;7039.0;12.0;61.64;26.35;38.9;33.6;42.4;114.3;10.29;160.0;71;89;12345.0;5.803;6.542;2465.0;1.251;1.214;699.0;427;272;4.539;16.4;33087890.86;11277737.85;408.0;8.0;Anual;73498.0
2019;Anual;3;Retiro;33.0;Estrella;23306.0;13.15;56.17;30.68;30.8;28.4;32.5;115.8;4.12;637.0;254;383;15205.0;7.375;7.830;8425.0;4.050;4.375;958.0;558;400;4.539;16.4;33087890.86;11277737.85;530.0;1.0;Anual;63691.0
2019;Anual;3;Retiro;36.0;Niño Jesús;15343.0;14.96;58.65;26.39;32.0;27.4;35.0;120.0;5.66;342.0;144;198;7240.0;2.448;4.792;5708.0;2.768;2.940;910.0;524;386;4.539;16.4;33087890.86;11277737.85;566.0;;Anual;73479.0
2019;Anual;3;Retiro;31.0;Pacífico;33571.0;10.63;64.4;24.96;35.4;30.3;38.5;123.9;8.81;1246.0;575;671;19972.0;12.573;7.399;13328.0;6.297;7.031;1887.0;1.126;761;4.539;16.4;33087890.86;11277737.85;1523.0;;Anual;46108.0
2019;Anual;3;Retiro;32.0;Adelfas;18474.0;13.62;65.1;21.28;30.4;24.9;34.1;116.5;7.05;679.0;291;388;25199.0;18.552;6.647;7722.0;3.692;4.030;678.0;449;229;4.539;16.4;33087890.86;11277737.85;518.0;3.0;Anual;51258.0
2020;Anual;3;Retiro;34.0;Ibiza;21993.0;12.4;62.92;24.68;36.5;29.8;40.2;126.8;12.61;901.0;388;513;17969.0;5.967;12.002;8412.0;3.960;4.452;1754.0;1.063;691;4.502;15.0;17195378.42;12522308.88;1096.0;1.0;Anual;52793.0
2020;Anual;3;Retiro;35.0;Los Jerónimos;7046.0;11.86;62.04;26.1;38.8;32.2;43.2;114.0;11.34;209.0;82;127;13682.0;6.529;7.153;2441.0;1.223;1.218;704.0;435;269;4.502;15.0;17195378.42;12522308.88;403.0;8.0;Anual;71312.0
2020;Anual;3;Retiro;33.0;Estrella;23354.0;12.98;56.05;30.98;30.7;28.4;32.4;116.9;4.68;711.0;296;415;15635.0;7.466;8.169;8444.0;4.104;4.340;993.0;579;414;4.502;15.0;17195378.42;12522308.88;532.0;1.0;Anual;62973.0
2020;Anual;3;Retiro;36.0;Niño Jesús;15461.0;14.99;58.24;26.76;31.4;26.9;34.4;121.0;6.05;442.0;207;235;7536.0;2.590;4.946;5816.0;2.825;2.991;929.0;529;400;4.502;15.0;17195378.42;12522308.88;581.0;1.0;Anual;72311.0
2020;Anual;3;Retiro;31.0;Pacífico;33767.0;10.36;64.47;25.18;34.3;28.9;37.5;123.5;9.48;1509.0;680;829;20624.0;12.901;7.723;13401.0;6.405;6.996;1965.0;1.178;787;4.502;15.0;17195378.42;12522308.88;1538.0;2.0;Anual;46093.0
2020;Anual;3;Retiro;32.0;Adelfas;18785.0;13.41;64.83;21.76;29.4;24.4;32.6;117.0;7.44;824.0;352;472;26538.0;19.417;7.121;7753.0;3.767;3.986;744.0;482;262;4.502;15.0;17195378.42;12522308.88;516.0;4.0;Anual;50837.0
2013;Anual;14;Moratalaz;144.0;Media Legua;18735.0;12.1;63.73;24.17;30.78;28.5;32.3;118.3;8.87;1420.0;734;686;1950.0;962;988;6127.0;2.935;3.192;406.0;270;136;1.898;8.1;13417960.78;11549360.82;;;Anual;34725.9356959887
2013;Anual;14;Moratalaz;143.0;Marroquina;28663.0;13.11;63.05;23.84;25.56;22.8;27.5;114.0;6.72;1819.0;819;1.000;3596.0;1.545;2.051;9830.0;4.784;5.046;798.0;532;266;1.898;8.1;13417960.78;11549360.82;;;Anual;39432.6247998511
2013;Anual;14;Moratalaz;142.0;Horcajo;6519.0;25.39;68.55;6.06;27.34;21.0;32.4;109.7;4.02;497.0;221;276;553.0;283;270;2009.0;996;1.013;131.0;91;40;1.898;8.1;13417960.78;11549360.82;;;Anual;41912.7153559795
2013;Anual;14;Moratalaz;146.0;Vinateros;17563.0;11.74;57.71;30.55;31.09;28.7;32.6;122.9;11.91;1279.0;641;638;1321.0;562;759;5753.0;2.714;3.039;365.0;250;115;1.898;8.1;13417960.78;11549360.82;;;Anual;28551.2156833934
2013;Anual;14;Moratalaz;145.0;Fontarrón;17217.0;11.76;59.91;28.33;34.2;32.1;35.5;116.7;13.42;1459.0;775;684;1122.0;569;553;5504.0;2.659;2.845;332.0;208;124;1.898;8.1;13417960.78;11549360.82;;;Anual;27396.6622312105
2013;Anual;14;Moratalaz;141.0;Pavones;9268.0;14.44;64.5;21.06;30.43;27.3;32.6;114.3;7.9;762.0;361;401;1028.0;379;649;3145.0;1.559;1.586;177.0;124;53;1.898;8.1;13417960.78;11549360.82;;;Anual;33133.6963049579
2014;Anual;14;Moratalaz;144.0;Media Legua;18213.0;11.77;62.97;25.26;32.46;30.2;33.9;118.0;7.94;1377.0;676;701;1866.0;903;963;5337.0;2.539;2.798;439.0;296;143;1.904;8.2;5371259.75;4852677.24;538.0;;Anual;34987.6957813822
2014;Anual;14;Moratalaz;143.0;Marroquina;28138.0;12.53;62.87;24.6;27.14;24.8;28.8;114.4;5.96;1750.0;794;956;3664.0;1.558;2.106;8747.0;4.255;4.492;872.0;563;309;1.904;8.2;5371259.75;4852677.24;1081.0;;Anual;39335.1655374289
2014;Anual;14;Moratalaz;142.0;Horcajo;6500.0;23.94;69.75;6.31;29.27;24.2;33.3;109.3;4.12;445.0;180;265;566.0;283;283;2355.0;1.167;1.188;147.0;104;43;1.904;8.2;5371259.75;4852677.24;127.0;;Anual;41991.1179145379
2014;Anual;14;Moratalaz;146.0;Vinateros;17216.0;11.78;57.25;30.97;32.58;31.3;33.4;123.0;10.94;1135.0;556;579;1697.0;681;1.016;5028.0;2.360;2.668;395.0;274;121;1.904;8.2;5371259.75;4852677.24;398.0;;Anual;28287.0183905967
2014;Anual;14;Moratalaz;145.0;Fontarrón;16923.0;11.84;59.45;28.71;37.02;35.1;38.2;117.4;12.11;1440.0;773;667;1159.0;583;576;4861.0;2.335;2.526;383.0;237;146;1.904;8.2;5371259.75;4852677.24;403.0;;Anual;27349.1547985782
2014;Anual;14;Moratalaz;141.0;Pavones;9181.0;14.46;63.88;21.65;31.29;28.0;33.5;114.5;8.29;744.0;350;394;1162.0;405;757;2779.0;1.381;1.398;189.0;127;62;1.904;8.2;5371259.75;4852677.24;245.0;;Anual;33197.333165109
2015;Anual;14;Moratalaz;144.0;Media Legua;18031.0;11.42;62.72;25.86;33.57;31.9;34.7;118.0;7.45;1207.0;569;638;2041.0;1.022;1.019;5362.0;2.561;2.801;462.0;313;149;1.904;8.7;3298163.68;2310466.98;538.0;;Anual;35438.8711740488
2015;Anual;14;Moratalaz;143.0;Marroquina;27743.0;12.1;62.64;25.25;28.93;27.7;29.8;114.9;5.49;1603.0;676;927;4242.0;1.826;2.416;8821.0;4.303;4.518;956.0;601;355;1.904;8.7;3298163.68;2310466.98;1087.0;;Anual;40428.4098530513
2015;Anual;14;Moratalaz;142.0;Horcajo;6438.0;23.11;70.41;6.48;27.34;23.9;30.0;109.4;3.84;421.0;167;254;615.0;299;316;2388.0;1.202;1.186;163.0;107;56;1.904;8.7;3298163.68;2310466.98;132.0;;Anual;45040.7301922175
2015;Anual;14;Moratalaz;146.0;Vinateros;16872.0;11.4;56.87;31.73;35.49;34.6;36.0;124.7;9.54;977.0;469;508;1794.0;730;1.064;5120.0;2.406;2.714;399.0;282;117;1.904;8.7;3298163.68;2310466.98;405.0;;Anual;29156.1159960856
2015;Anual;14;Moratalaz;145.0;Fontarrón;16693.0;11.92;59.15;28.93;39.65;38.2;40.5;118.4;11.12;1293.0;639;654;1157.0;609;548;4841.0;2.335;2.506;390.0;250;140;1.904;8.7;3298163.68;2310466.98;407.0;;Anual;28013.7068747194
2015;Anual;14;Moratalaz;141.0;Pavones;9036.0;14.28;63.38;22.34;32.94;30.3;34.7;115.1;7.08;682.0;320;362;1268.0;404;864;2784.0;1.401;1.383;183.0;127;56;1.904;8.7;3298163.68;2310466.98;247.0;;Anual;34024.5241388975
2016;Anual;14;Moratalaz;144.0;Media Legua;17926.0;11.49;62.06;26.45;34.27;32.7;35.3;118.0;7.59;1090.0;516;574;2137.0;1.063;1.074;6102.0;2.919;3.183;481.0;331;150;2.076;9.4;9854872.04;6368789.22;554.0;;Anual;35922.0
2016;Anual;14;Moratalaz;143.0;Marroquina;27596.0;11.55;62.78;25.67;31.1;29.1;32.5;115.2;5.22;1446.0;605;841;4358.0;1.921;2.437;9804.0;4.757;5.047;980.0;614;366;2.076;9.4;9854872.04;6368789.22;1109.0;;Anual;40510.0
2016;Anual;14;Moratalaz;142.0;Horcajo;6406.0;21.93;71.21;6.85;28.25;25.7;30.2;108.6;4.15;395.0;167;228;690.0;325;365;2697.0;1.334;1.363;177.0;119;58;2.076;9.4;9854872.04;6368789.22;129.0;;Anual;45263.0
2016;Anual;14;Moratalaz;146.0;Vinateros;16888.0;11.5;56.98;31.52;38.46;38.2;38.6;124.6;9.75;904.0;414;490;1878.0;751;1.127;5693.0;2.657;3.036;406.0;282;124;2.076;9.4;9854872.04;6368789.22;406.0;;Anual;29537.0
2016;Anual;14;Moratalaz;145.0;Fontarrón;16564.0;12.21;59.51;28.27;41.15;39.3;42.2;118.4;10.81;1171.0;555;616;1211.0;641;570;5567.0;2.679;2.888;427.0;266;161;2.076;9.4;9854872.04;6368789.22;415.0;;Anual;28449.0
2016;Anual;14;Moratalaz;141.0;Pavones;9227.0;13.53;64.0;22.48;34.14;29.9;36.9;113.3;9.54;575.0;275;300;1330.0;416;914;3103.0;1.532;1.571;194.0;136;58;2.076;9.4;9854872.04;6368789.22;249.0;;Anual;34711.0
2017;Anual;14;Moratalaz;144.0;Media Legua;17811.0;11.41;61.75;26.84;34.83;32.8;36.2;117.7;7.9;1085.0;500;585;2170.0;1.086;1.084;6171.0;2.961;3.210;493.0;331;162;2.260;10.0;21488385.95;5759146.15;1035.0;;Anual;36404.0
2017;Anual;14;Moratalaz;143.0;Marroquina;27366.0;11.18;62.62;26.2;33.47;31.6;34.8;115.4;5.27;1336.0;537;799;4478.0;1.970;2.508;10063.0;4.897;5.166;1071.0;683;388;2.260;10.0;21488385.95;5759146.15;2090.0;;Anual;41108.0
2017;Anual;14;Moratalaz;142.0;Horcajo;6435.0;20.54;71.93;7.52;29.55;26.8;31.6;108.5;3.71;389.0;161;228;676.0;337;339;2725.0;1.339;1.386;187.0;127;60;2.260;10.0;21488385.95;5759146.15;247.0;;Anual;46289.0
2017;Anual;14;Moratalaz;146.0;Vinateros;16767.0;11.47;57.42;31.11;40.51;40.9;40.3;125.8;9.85;837.0;367;470;1917.0;794;1.123;5920.0;2.743;3.177;437.0;293;144;2.260;10.0;21488385.95;5759146.15;777.0;;Anual;29627.0
2017;Anual;14;Moratalaz;145.0;Fontarrón;16703.0;12.45;59.96;27.59;43.29;40.6;44.9;119.3;11.61;1065.0;506;559;1279.0;653;626;5909.0;2.829;3.080;460.0;284;176;2.260;10.0;21488385.95;5759146.15;769.0;;Anual;28718.0
2017;Anual;14;Moratalaz;141.0;Pavones;9115.0;13.09;63.49;23.42;35.74;32.1;38.1;115.9;9.14;534.0;232;302;1351.0;429;922;3162.0;1.552;1.610;206.0;145;61;2.260;10.0;21488385.95;5759146.15;477.0;;Anual;34991.0
2018;Anual;14;Moratalaz;144.0;Media Legua;17757.0;11.43;61.14;27.43;35.77;33.6;37.2;119.5;8.27;970.0;445;525;2421.0;1.250;1.171;6173.0;2.985;3.188;683.0;462;221;2.499;9.7;27029388.34;12294909.32;557.0;;Anual;37694.0
2018;Anual;14;Moratalaz;143.0;Marroquina;27378.0;10.76;62.61;26.63;34.94;33.2;36.1;114.9;5.73;1211.0;509;702;4339.0;1.894;2.445;10269.0;5.041;5.228;844.0;536;308;2.499;9.7;27029388.34;12294909.32;1103.0;;Anual;42559.0
2018;Anual;14;Moratalaz;142.0;Horcajo;6326.0;19.3;72.65;8.05;29.27;25.7;32.0;108.7;3.38;357.0;136;221;613.0;279;334;2783.0;1.365;1.418;119.0;72;47;2.499;9.7;27029388.34;12294909.32;130.0;;Anual;47612.0
2018;Anual;14;Moratalaz;146.0;Vinateros;16817.0;11.43;57.96;30.61;43.21;43.7;42.9;126.2;10.3;774.0;344;430;1961.0;791;1.170;5987.0;2.806;3.181;410.0;286;124;2.499;9.7;27029388.34;12294909.32;410.0;;Anual;30745.0
2018;Anual;14;Moratalaz;145.0;Fontarrón;16902.0;12.75;60.55;26.7;45.41;41.9;47.5;118.7;12.45;974.0;440;534;1238.0;668;570;6050.0;2.906;3.144;393.0;255;138;2.499;9.7;27029388.34;12294909.32;414.0;;Anual;29820.0
2018;Anual;14;Moratalaz;141.0;Pavones;9081.0;12.82;63.16;24.02;35.63;32.1;37.9;117.6;9.35;526.0;236;290;1317.0;420;897;3172.0;1.562;1.610;155.0;109;46;2.499;9.7;27029388.34;12294909.32;258.0;;Anual;35784.0
2019;Anual;14;Moratalaz;144.0;Media Legua;17871.0;11.39;61.1;27.51;35.7;33.3;37.3;118.8;9.33;936.0;427;509;2312.0;1.181;1.131;6311.0;3.027;3.284;563.0;388;175;2.515;11.2;30350139.94;12398633.17;558.0;;Anual;38529.0
2019;Anual;14;Moratalaz;143.0;Marroquina;27260.0;10.3;62.41;27.28;36.0;34.0;37.3;115.6;6.19;1175.0;485;690;4692.0;2.121;2.571;10498.0;5.111;5.387;1166.0;715;451;2.515;11.2;30350139.94;12398633.17;1103.0;;Anual;43492.0
2019;Anual;14;Moratalaz;142.0;Horcajo;6334.0;18.11;73.4;8.49;28.8;24.9;32.0;109.0;3.85;358.0;151;207;708.0;355;353;2815.0;1.380;1.435;214.0;136;78;2.515;11.2;30350139.94;12398633.17;130.0;;Anual;49359.0
2019;Anual;14;Moratalaz;146.0;Vinateros;16868.0;11.45;58.62;29.93;45.4;45.1;45.5;127.9;11.34;757.0;333;424;2020.0;838;1.182;6175.0;2.906;3.269;471.0;321;150;2.515;11.2;30350139.94;12398633.17;410.0;;Anual;32014.0
2019;Anual;14;Moratalaz;145.0;Fontarrón;17139.0;12.77;61.36;25.87;46.4;42.5;48.7;120.3;13.97;962.0;420;542;1432.0;766;666;6307.0;3.065;3.242;516.0;345;171;2.515;11.2;30350139.94;12398633.17;417.0;;Anual;31373.0
2019;Anual;14;Moratalaz;141.0;Pavones;9137.0;12.3;62.83;24.87;35.4;31.4;38.1;118.3;10.27;537.0;230;307;1391.0;427;964;3265.0;1.596;1.669;216.0;151;65;2.515;11.2;30350139.94;12398633.17;259.0;;Anual;37491.0
2020;Anual;14;Moratalaz;144.0;Media Legua;17951.0;11.46;60.88;27.66;34.8;32.5;36.3;119.3;10.46;1186.0;547;639;2439.0;1.222;1.217;6369.0;3.062;3.307;599.0;404;195;2.569;11.1;21717981.43;19838373.89;559.0;;Anual;38562.0
2020;Anual;14;Moratalaz;143.0;Marroquina;27232.0;9.83;62.54;27.63;36.3;34.8;37.3;116.2;6.78;1426.0;639;787;4647.0;2.105;2.542;10510.0;5.162;5.348;1195.0;702;493;2.569;11.1;21717981.43;19838373.89;1111.0;;Anual;43531.0
2020;Anual;14;Moratalaz;142.0;Horcajo;6435.0;16.66;74.03;9.31;27.5;23.4;30.8;109.3;4.86;468.0;207;261;735.0;360;375;2842.0;1.393;1.449;241.0;151;90;2.569;11.1;21717981.43;19838373.89;131.0;;Anual;50026.0
2020;Anual;14;Moratalaz;146.0;Vinateros;17122.0;11.49;59.3;29.21;46.0;44.9;46.6;127.6;12.39;1012.0;427;585;2076.0;821;1.255;6268.0;2.920;3.348;508.0;347;161;2.569;11.1;21717981.43;19838373.89;409.0;;Anual;32218.0
