Anio;Periodo;DatoAfiliacionesTrabajo;CodigoBarrio;CodigoDistrito;NombreBarrio;NombreDistrito
2016;Anual;3793;115;11;Puerta Bonita;Carabanchel
2017;Anual;3878;115;11;Puerta Bonita;Carabanchel
2018;Anual;3887;115;11;Puerta Bonita;Carabanchel
2019;Anual;3226;115;11;Puerta Bonita;Carabanchel
2020;Anual;3378;115;11;Puerta Bonita;Carabanchel
2021;Anual;3284;115;11;Puerta Bonita;Carabanchel
2022;Anual;3292;115;11;Puerta Bonita;Carabanchel
2010;Anual;3394;117;11;Abrantes;Carabanchel
2011;Anual;3551;117;11;Abrantes;Carabanchel
2012;Anual;2093;117;11;Abrantes;Carabanchel
2013;Anual;2378;117;11;Abrantes;Carabanchel
2014;Anual;2504;117;11;Abrantes;Carabanchel
2015;Anual;2613;117;11;Abrantes;Carabanchel
2016;Anual;2774;117;11;Abrantes;Carabanchel
2017;Anual;2991;117;11;Abrantes;Carabanchel
2018;Anual;2761;117;11;Abrantes;Carabanchel
2019;Anual;3489;117;11;Abrantes;Carabanchel
2020;Anual;3491;117;11;Abrantes;Carabanchel
2021;Anual;3396;117;11;Abrantes;Carabanchel
2022;Anual;3423;117;11;Abrantes;Carabanchel
2010;Anual;2585;127;12;Pradolongo;Usera
2011;Anual;2378;127;12;Pradolongo;Usera
2012;Anual;2171;127;12;Pradolongo;Usera
2013;Anual;2318;127;12;Pradolongo;Usera
2014;Anual;2417;127;12;Pradolongo;Usera
2015;Anual;2490;127;12;Pradolongo;Usera
2016;Anual;2609;127;12;Pradolongo;Usera
2017;Anual;2800;127;12;Pradolongo;Usera
2018;Anual;2677;127;12;Pradolongo;Usera
2019;Anual;2915;127;12;Pradolongo;Usera
2020;Anual;2900;127;12;Pradolongo;Usera
2021;Anual;2577;127;12;Pradolongo;Usera
2022;Anual;2673;127;12;Pradolongo;Usera
2010;Anual;1079;126;12;Zofío;Usera
2011;Anual;1278;126;12;Zofío;Usera
2012;Anual;1200;126;12;Zofío;Usera
2013;Anual;1177;126;12;Zofío;Usera
2014;Anual;1197;126;12;Zofío;Usera
2015;Anual;1208;126;12;Zofío;Usera
2016;Anual;1252;126;12;Zofío;Usera
2017;Anual;1304;126;12;Zofío;Usera
2018;Anual;1283;126;12;Zofío;Usera
2019;Anual;1578;126;12;Zofío;Usera
2020;Anual;1678;126;12;Zofío;Usera
2021;Anual;1575;126;12;Zofío;Usera
2022;Anual;1447;126;12;Zofío;Usera
2010;Anual;2116;122;12;Orcasur;Usera
2011;Anual;2045;122;12;Orcasur;Usera
2012;Anual;2081;122;12;Orcasur;Usera
2013;Anual;2356;122;12;Orcasur;Usera
2014;Anual;1995;122;12;Orcasur;Usera
2015;Anual;2177;122;12;Orcasur;Usera
2016;Anual;2385;122;12;Orcasur;Usera
2017;Anual;2379;122;12;Orcasur;Usera
2018;Anual;2579;122;12;Orcasur;Usera
2019;Anual;2772;122;12;Orcasur;Usera
2020;Anual;2962;122;12;Orcasur;Usera
2021;Anual;3208;122;12;Orcasur;Usera
2022;Anual;3310;122;12;Orcasur;Usera
2010;Anual;12636;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2011;Anual;12880;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2012;Anual;12810;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2013;Anual;18155;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2014;Anual;18905;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2015;Anual;22348;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2016;Anual;25812;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2017;Anual;26574;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2018;Anual;19685;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2019;Anual;22753;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2020;Anual;23178;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2021;Anual;24784;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2022;Anual;27884;181;18;Casco Histórico de Vallecas;Villa de Vallecas
2010;Anual;2263;123;12;San Fermín;Usera
2011;Anual;4979;123;12;San Fermín;Usera
2012;Anual;4740;123;12;San Fermín;Usera
2013;Anual;2831;123;12;San Fermín;Usera
2014;Anual;3895;123;12;San Fermín;Usera
2015;Anual;4604;123;12;San Fermín;Usera
2016;Anual;5384;123;12;San Fermín;Usera
2017;Anual;5369;123;12;San Fermín;Usera
2018;Anual;6525;123;12;San Fermín;Usera
2019;Anual;6441;123;12;San Fermín;Usera
2020;Anual;4700;123;12;San Fermín;Usera
2021;Anual;2557;123;12;San Fermín;Usera
2022;Anual;2869;123;12;San Fermín;Usera
2010;Anual;723;106;10;Cuatro Vientos;Latina
2011;Anual;3386;106;10;Cuatro Vientos;Latina
2012;Anual;3509;106;10;Cuatro Vientos;Latina
2013;Anual;3666;106;10;Cuatro Vientos;Latina
2014;Anual;3638;106;10;Cuatro Vientos;Latina
2015;Anual;4082;106;10;Cuatro Vientos;Latina
2016;Anual;4186;106;10;Cuatro Vientos;Latina
2017;Anual;4181;106;10;Cuatro Vientos;Latina
2018;Anual;4147;106;10;Cuatro Vientos;Latina
2019;Anual;4260;106;10;Cuatro Vientos;Latina
2020;Anual;4240;106;10;Cuatro Vientos;Latina
2021;Anual;3951;106;10;Cuatro Vientos;Latina
2022;Anual;3723;106;10;Cuatro Vientos;Latina
2010;Anual;6947;116;11;Buenavista;Carabanchel
2011;Anual;7744;116;11;Buenavista;Carabanchel
2012;Anual;7553;116;11;Buenavista;Carabanchel
2013;Anual;7644;116;11;Buenavista;Carabanchel
2014;Anual;7911;116;11;Buenavista;Carabanchel
2015;Anual;8521;116;11;Buenavista;Carabanchel
2016;Anual;9455;116;11;Buenavista;Carabanchel
2017;Anual;10853;116;11;Buenavista;Carabanchel
2018;Anual;11546;116;11;Buenavista;Carabanchel
2019;Anual;13192;116;11;Buenavista;Carabanchel
2020;Anual;12736;116;11;Buenavista;Carabanchel
2021;Anual;12679;116;11;Buenavista;Carabanchel
2022;Anual;13354;116;11;Buenavista;Carabanchel
2017;Anual;0;183;18;Ensanche de Vallecas;Villa de Vallecas
2018;Anual;7625;183;18;Ensanche de Vallecas;Villa de Vallecas
2019;Anual;8513;183;18;Ensanche de Vallecas;Villa de Vallecas
2020;Anual;9740;183;18;Ensanche de Vallecas;Villa de Vallecas
2021;Anual;9691;183;18;Ensanche de Vallecas;Villa de Vallecas
2022;Anual;10625;183;18;Ensanche de Vallecas;Villa de Vallecas
2010;Anual;904;121;12;Orcasitas;Usera
2011;Anual;1046;121;12;Orcasitas;Usera
2012;Anual;903;121;12;Orcasitas;Usera
2013;Anual;928;121;12;Orcasitas;Usera
2014;Anual;1016;121;12;Orcasitas;Usera
2015;Anual;1132;121;12;Orcasitas;Usera
2016;Anual;1225;121;12;Orcasitas;Usera
2017;Anual;1308;121;12;Orcasitas;Usera
2018;Anual;1351;121;12;Orcasitas;Usera
2019;Anual;1491;121;12;Orcasitas;Usera
2020;Anual;1670;121;12;Orcasitas;Usera
2021;Anual;1590;121;12;Orcasitas;Usera
2022;Anual;1575;121;12;Orcasitas;Usera
2010;Anual;29345;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2011;Anual;31421;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2012;Anual;31981;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2013;Anual;33240;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2014;Anual;30163;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2015;Anual;28606;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2016;Anual;30009;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2017;Anual;28599;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2018;Anual;31038;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2019;Anual;32212;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2020;Anual;33625;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2021;Anual;33466;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2022;Anual;36928;171;17;Villaverde Alto - Casco Histórico de Villaverde;Villaverde
2010;Anual;3789;174;17;Los Rosales;Villaverde
2011;Anual;4049;174;17;Los Rosales;Villaverde
2012;Anual;3996;174;17;Los Rosales;Villaverde
2013;Anual;4910;174;17;Los Rosales;Villaverde
2014;Anual;4386;174;17;Los Rosales;Villaverde
2015;Anual;5371;174;17;Los Rosales;Villaverde
2016;Anual;5449;174;17;Los Rosales;Villaverde
2017;Anual;6104;174;17;Los Rosales;Villaverde
2018;Anual;6393;174;17;Los Rosales;Villaverde
2019;Anual;6328;174;17;Los Rosales;Villaverde
2020;Anual;6401;174;17;Los Rosales;Villaverde
2021;Anual;5867;174;17;Los Rosales;Villaverde
2022;Anual;5946;174;17;Los Rosales;Villaverde
2010;Anual;5347;175;17;Ángeles;Villaverde
2011;Anual;5273;175;17;Ángeles;Villaverde
2012;Anual;4814;175;17;Ángeles;Villaverde
2013;Anual;4687;175;17;Ángeles;Villaverde
2014;Anual;4642;175;17;Ángeles;Villaverde
2015;Anual;5059;175;17;Ángeles;Villaverde
2016;Anual;5063;175;17;Ángeles;Villaverde
2017;Anual;5242;175;17;Ángeles;Villaverde
2018;Anual;5083;175;17;Ángeles;Villaverde
2019;Anual;5073;175;17;Ángeles;Villaverde
2020;Anual;5123;175;17;Ángeles;Villaverde
2021;Anual;5048;175;17;Ángeles;Villaverde
2022;Anual;5966;175;17;Ángeles;Villaverde
2010;Anual;3005;173;17;Butarque;Villaverde
2011;Anual;2583;173;17;Butarque;Villaverde
2012;Anual;2456;173;17;Butarque;Villaverde
2013;Anual;2333;173;17;Butarque;Villaverde
2014;Anual;2194;173;17;Butarque;Villaverde
2015;Anual;2143;173;17;Butarque;Villaverde
2016;Anual;2263;173;17;Butarque;Villaverde
2017;Anual;2113;173;17;Butarque;Villaverde
2018;Anual;1488;173;17;Butarque;Villaverde
2019;Anual;1445;173;17;Butarque;Villaverde
2020;Anual;1554;173;17;Butarque;Villaverde
2021;Anual;1388;173;17;Butarque;Villaverde
2022;Anual;1489;173;17;Butarque;Villaverde
2010;Anual;420;172;17;San Cristóbal;Villaverde
2011;Anual;441;172;17;San Cristóbal;Villaverde
2012;Anual;416;172;17;San Cristóbal;Villaverde
2013;Anual;473;172;17;San Cristóbal;Villaverde
2014;Anual;469;172;17;San Cristóbal;Villaverde
2015;Anual;484;172;17;San Cristóbal;Villaverde
2016;Anual;517;172;17;San Cristóbal;Villaverde
2017;Anual;563;172;17;San Cristóbal;Villaverde
2018;Anual;657;172;17;San Cristóbal;Villaverde
2019;Anual;684;172;17;San Cristóbal;Villaverde
2020;Anual;704;172;17;San Cristóbal;Villaverde
2021;Anual;667;172;17;San Cristóbal;Villaverde
2022;Anual;750;172;17;San Cristóbal;Villaverde
